british,american,irregular_plural,adjective,adverb,conjunction,determiner,discourse_marker,exclamation,interrogative,noun,possessive,preposition,pronoun,title,verb,starters,movers,flyers,animals,body_and_face,clothes,colours,family_and_friends,food_and_drink,health,home,materials,names,numbers,places_and_directions,school,sports_and_leisure,time,toys,transport,weather,work,world_around_us,audioKey,audioValue,cambridgeAudioGB,cambridgeAudioUS,audioSource,isBritishAccent,isAmericanAccent,definitionEn,definitionVi,translationVi,exampleStarters,exampleMovers,exampleFlyers,exampleStartersVi,exampleMoversVi,exampleFlyersVi,ipa,ipaGB,ipaUS,status
ball,ball,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,ball,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukb/ukbal/ukbalal014.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbal/ukbalal014.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bal/ball_/ball.mp3,Cambridge,TRUE,TRUE,"A round object that you throw, kick, or catch when you play games.","Một vật tròn mà bạn ném, đá hoặc bắt khi chơi các trò chơi.",bóng,I have a ball.,The children are playing with a ball.,"If you kick the ball too hard, it might go over the fence.",Em có một quả bóng.,Các bạn nhỏ đang chơi với quả bóng.,"Nếu em đá bóng quá mạnh, bóng có thể bay qua hàng rào.",,/bɔːl/,/bɑːl/,done
balloon,balloon,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,balloon,http://www.onelook.com/pronounce/macmillan/UK/balloon-British-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbal/ukbalal024.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bal/ballo/balloon.mp3,OneLook/Macmillan,TRUE,FALSE,"A balloon is a thin, round thing you fill with air or gas.","Bóng bay là một vật mỏng, tròn, được bơm đầy không khí hoặc khí gas.",bóng bay,I have a balloon.,The red balloon is flying in the sky.,"If you let go of a balloon, it will float away into the air.",Em có một quả bóng bay.,Quả bóng bay màu đỏ đang bay trên trời.,"Nếu em thả bóng bay ra, nó sẽ bay lên trời.",,/bəˈluːn/,/bəˈluːn/,done
banana,banana,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,banana,http://www.onelook.com/pronounce/macmillan/US/banana-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbal/ukballs018.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/ban/banan/banana.mp3,OneLook/Macmillan,FALSE,TRUE,"A long, yellow fruit that is sweet and soft inside.","Chuối là loại quả dài, màu vàng, bên trong mềm và ngọt.",chuối,I have a banana.,She is eating a banana for breakfast.,"If you peel a banana, you can eat it easily with your hands.",Em có một quả chuối.,Cô ấy đang ăn chuối vào bữa sáng.,"Nếu bạn bóc vỏ chuối, bạn có thể ăn nó dễ dàng bằng tay.",,/bəˈnɑː.nə/,/bəˈnæn.ə/,done
baseball,baseball,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,baseball,http://static.sfdict.com/staticrep/dictaudio/B01/B0130100.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbar/ukbaroq021.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bas/baseb/baseball.mp3,SF Dictionary,FALSE,FALSE,A sport where two teams hit a ball and run to score points.,Một môn thể thao có hai đội đánh bóng và chạy để ghi điểm.,bóng chày,I play baseball.,My friends played baseball at the park yesterday.,"If it doesn't rain tomorrow, we will play baseball after school with our team.",Em chơi bóng chày.,"Hôm qua, các bạn em đã chơi bóng chày ở công viên.","Nếu ngày mai không mưa, chúng em sẽ chơi bóng chày với đội sau giờ học.",,/ˈbeɪs.bɔːl/,/ˈbeɪs.bɑːl/,done
baseball cap,baseball cap,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,baseball cap,http://img2.tfd.com/pron/mp3/en/UK/sl/sldhdhsddtdsdsshsgjtd7d5s5h3gl.mp3,,,The Free Dictionary,TRUE,FALSE,A soft hat with a curved front part that keeps the sun out of your eyes.,Một loại mũ mềm có phần trước cong giúp che nắng cho mắt.,mũ lưỡi trai,I have a baseball cap.,My brother is wearing his baseball cap now.,"If it is sunny, I always wear my baseball cap to protect my eyes.",Em có một chiếc mũ lưỡi trai.,Anh trai em đang đội mũ lưỡi trai của mình.,"Nếu trời nắng, em luôn đội mũ lưỡi trai để che mắt.",,/ˈbeɪs.bɔːl ˌkæp/,/ˈbeɪs.bɔːl ˌkæp/,done
basketball,basketball,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,basketball,http://www.onelook.com/pronounce/macmillan/US/basketball-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbas/ukbashf013.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bas/baske/basketball.mp3,OneLook/Macmillan,FALSE,TRUE,A game where two teams try to throw a ball into a high basket.,Một trò chơi mà hai đội cố gắng ném bóng vào rổ cao để ghi điểm.,bóng rổ,I play basketball.,My friends and I played basketball yesterday.,"If you practise basketball every day, you will become a better player.",Em chơi bóng rổ.,"Hôm qua, bạn bè em và em đã chơi bóng rổ.","Nếu em luyện tập bóng rổ mỗi ngày, em sẽ chơi giỏi hơn.",,/ˈbɑː.skɪt.bɔːl/,/ˈbæs.kɪt.bɔl/,done
bat (sports),bat (sports),,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,FALSE,FALSE,A bat is a stick used to hit a ball in some sports.,Vợt là một cây gậy dùng để đánh bóng trong một số môn thể thao.,vợt,I have a bat.,He is playing with his bat now.,"If you want to play baseball, you need a bat and a ball.",Em có một cây vợt.,Bây giờ bạn ấy đang chơi với cây vợt của mình.,"Nếu em muốn chơi bóng chày, em cần một cây vợt và một quả bóng.",,/bæt/,/bæt/,done
bath,bath,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bath,http://dictionary.cambridge.org/us/media/english/us_pron/b/bat/bath_/bath.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbat/ukbatch003.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bat/bath_/bath.mp3,Cambridge,FALSE,TRUE,A large container you fill with water to wash your body in.,Một cái bồn lớn đổ đầy nước để tắm rửa cơ thể.,bồn tắm,I have a bath.,She is taking a bath now.,"After playing outside, Tom had a long bath to get clean.",Em có một cái bồn tắm.,Cô ấy đang tắm bồn bây giờ.,"Sau khi chơi ngoài trời, Tom đã tắm bồn lâu để sạch sẽ.",,/bɑːθ/,/bæθ/,done
bathroom,bathroom,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bathroom,http://www.oxforddictionaries.com/media/english/uk_pron/b/bat/bathr/bathroom__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbat/ukbatch009.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bat/bathr/bathroom.mp3,Oxford,TRUE,FALSE,"A room in a house where you wash, take a bath or shower, and use the toilet.","Phòng trong nhà để tắm, rửa mặt và đi vệ sinh.",phòng tắm,This is my bathroom.,I am cleaning the bathroom now.,"If you need to wash your hands, the bathroom is on the left.",Đây là phòng tắm của em.,Bây giờ em đang dọn phòng tắm.,"Nếu bạn cần rửa tay, phòng tắm ở bên trái.",,/ˈbɑːθ.ruːm/,/ˈbæθ.ruːm/,done
be,be,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,be,http://img2.tfd.com/pron/mp3/en/UK/df/dfdhdshf.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uka/ukazt/ukazt__003.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/b__/b____/b.mp3,The Free Dictionary,TRUE,FALSE,"To show what someone or something is, or where they are.","Dùng để nói ai đó hoặc cái gì là gì, hoặc ở đâu.","là, thì, ở",I am happy.,She is at school now.,"If you are tired, you can rest for a while.",Em cảm thấy vui.,Cô ấy đang ở trường bây giờ.,"Nếu em mệt, em có thể nghỉ một lúc.",,/biː/,/biː/,done
beach,beach,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,beach,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukb/ukbat/ukbattl017.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbat/ukbattl017.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bea/beach/beach.mp3,Cambridge,TRUE,TRUE,A place with sand next to the sea where people play and swim.,"Nơi có cát bên cạnh biển, mọi người đến chơi và tắm.",bãi biển,I like the beach.,We are playing on the beach now.,"Last summer, my family went to a beautiful beach and built sandcastles together.",Em thích bãi biển.,Chúng em đang chơi trên bãi biển.,"Mùa hè trước, gia đình em đã đến một bãi biển đẹp và cùng nhau xây lâu đài cát.",,/biːtʃ/,/biːtʃ/,done
bean,bean,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bean,http://www.yourdictionary.com/audio/b/be/bean.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbea/ukbeami002.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bea/bean_/bean.mp3,YourDictionary,FALSE,TRUE,A small seed that people cook and eat as food.,Một loại hạt nhỏ mà mọi người nấu và ăn như thức ăn.,đậu,I like beans.,She is eating beans for lunch.,"If you plant a bean in the soil, it will grow into a plant.",Em thích đậu.,Cô ấy đang ăn đậu vào bữa trưa.,"Nếu em trồng một hạt đậu xuống đất, nó sẽ lớn thành cây.",,/biːn/,/bin/,done
bear,bear,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bear,http://static.sfdict.com/staticrep/dictaudio/B01/B0177200.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukban/ukbanqu030.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bar/bare_/bare.mp3,SF Dictionary,FALSE,FALSE,"A large, strong animal with thick fur that lives in forests or mountains.","Một loài động vật to, khỏe, có lông dày, sống ở rừng hoặc trên núi.",gấu,I see a bear.,The bear is eating some honey.,Bears can sleep all winter when the weather is very cold.,Em nhìn thấy một con gấu.,Con gấu đang ăn mật ong.,Gấu có thể ngủ suốt mùa đông khi trời rất lạnh.,,/beə(r)/,/ber/,done
beautiful,beautiful,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,beautiful,http://s3.amazonaws.com/audio.vocabulary.com/1.0/us/B/UGHOT8IUVYLC.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbea/ukbeau_009.mp3,https://dictionary.cambridge.org/media/english/us_pron/e/eus/eus70/eus70469.mp3,Vocabulary.com,FALSE,TRUE,Describing someone or something that looks very nice and makes people happy.,Dùng để nói về người hoặc vật trông rất đẹp và làm người khác vui.,đẹp,It is beautiful.,The flowers in the garden are beautiful.,She wore a beautiful dress when she went to the party last night.,Nó rất đẹp.,Những bông hoa trong vườn rất đẹp.,Cô ấy đã mặc một chiếc váy đẹp khi đi dự tiệc tối qua.,,/ˈbjuː.tɪ.fəl/,/ˈbjuː.t̬ə.fəl/,done
bed,bed,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bed,http://www.onelook.com/pronounce/macmillan/US/B-Ed-American-English-pronunciation.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbea/ukbeau_026.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bed/bed__/bed.mp3,OneLook/Macmillan,FALSE,TRUE,A bed is a piece of furniture you sleep on at night.,Giường là một đồ dùng để nằm ngủ vào ban đêm.,giường,I have a bed.,My sister is reading on her bed.,"When I am tired, I like to rest on my bed and read books.",Em có một cái giường.,Chị gái em đang đọc sách trên giường của chị ấy.,"Khi em mệt, em thích nằm nghỉ trên giường và đọc sách.",,/bed/,/bed/,done
bedroom,bedroom,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bedroom,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukb/ukbed/ukbeddi013.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbed/ukbeddi013.mp3,https://dictionary.cambridge.org/media/english/us_pron/u/usb/usbed/usbedpo003.mp3,Cambridge,TRUE,TRUE,A room in a house where you sleep and keep your clothes.,Phòng trong nhà dùng để ngủ và để quần áo.,phòng ngủ,This is my bedroom.,My sister is reading in her bedroom.,I cleaned my bedroom yesterday because it was very messy.,Đây là phòng ngủ của em.,Chị gái em đang đọc sách trong phòng ngủ của chị ấy.,Hôm qua em đã dọn phòng ngủ vì nó rất bừa bộn.,,/ˈbed.ruːm/,/ˈbed.ruːm/,done
bee,bee,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bee,http://img2.tfd.com/pron/mp3/en/UK/df/dfdhdsdyhs.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/uka/ukazt/ukazt__003.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/b__/b____/b.mp3,The Free Dictionary,TRUE,FALSE,A small insect with yellow and black stripes that makes honey.,"Một loài côn trùng nhỏ, có sọc vàng đen và làm ra mật ong.",ong,I see a bee.,The bee is flying near the flowers.,"If you see a bee, don't touch it because it might sting you.",Em nhìn thấy một con ong.,Con ong đang bay gần những bông hoa.,"Nếu em thấy một con ong, đừng chạm vào nó vì nó có thể chích em.",,/biː/,/biː/,done
behind,behind,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,behind,http://www.yourdictionary.com/audio/b/be/behind.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbeg/ukbegui014.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/beh/behin/behind.mp3,YourDictionary,FALSE,TRUE,Describing a place at the back of someone or something.,Chỉ vị trí ở phía sau một người hoặc một vật.,đằng sau,The cat is behind me.,My bag is behind the door.,There is a small garden behind our house where we play after school.,Con mèo ở đằng sau em.,Cái cặp của em ở đằng sau cánh cửa.,"Có một khu vườn nhỏ phía sau nhà em, nơi chúng em chơi sau giờ học.",,/bɪˈhaɪnd/,/bɪˈhaɪnd/,done
Ben,Ben,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ben,http://static.sfdict.com/staticrep/dictaudio/B02/B0236500.mp3,https://dictionary.cambridge.org/media/english/uk_pron/c/cdo/cdo02/cdo0216benuk0184.mp3,https://dictionary.cambridge.org/media/english/us_pron/c/cdo/cdo03/cdo0318usben0468.mp3,SF Dictionary,FALSE,FALSE,Ben is a boy's name used for a person.,Ben là tên riêng của một cậu bé.,Ben (tên riêng),Ben is my friend.,Ben is playing football now.,Ben went to the park with his friends yesterday.,Ben là bạn của tôi.,Ben đang chơi bóng đá bây giờ.,Ben đã đi công viên với bạn của mình hôm qua.,,/ben/,/ben/,done
between,between,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,between,http://www.oxforddictionaries.com/media/english/uk_pron/b/bet/betwe/between__gb_1.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbet/ukbetid013.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bet/betwe/between.mp3,Oxford,TRUE,FALSE,Describing something in the middle of two things or places.,Nói về thứ gì đó ở giữa hai vật hoặc hai nơi.,giữa,The ball is between us.,The cat is sleeping between the two chairs.,There is a small park between my school and my house.,Quả bóng ở giữa chúng ta.,Con mèo đang ngủ giữa hai cái ghế.,Có một công viên nhỏ giữa trường và nhà em.,,/bɪˈtwiːn/,/bɪˈtwiːn/,done
big,big,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,big,http://dictionary.cambridge.org/us/media/english/uk_pron/u/ukb/ukbif/ukbiff_005.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbif/ukbiff_005.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/big/big__/big.mp3,Cambridge,TRUE,TRUE,Describing something that is large in size or amount.,Miêu tả điều gì đó có kích thước hoặc số lượng lớn.,to,It is a big dog.,The big tree is near my house.,The big elephant walked slowly through the forest.,Nó là một con chó to.,Cây to ở gần nhà tôi.,Con voi to đi chậm chạp qua khu rừng.,,/bɪɡ/,/bɪɡ/,done
bike,bike,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,bike,http://dictionary.cambridge.org/us/media/english/us_pron/b/bik/bike_/bike.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbif/ukbiff_020.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bik/bike_/bike.mp3,Cambridge,FALSE,TRUE,A bike is a vehicle with two wheels that you pedal to move.,"Xe đạp là phương tiện có hai bánh, bạn đạp để đi lại.",xe đạp,I have a bike.,She is riding her bike to school today.,"If you wear a helmet, you can ride your bike safely outside.",Em có một chiếc xe đạp.,Cô ấy đang đi xe đạp đến trường hôm nay.,"Nếu bạn đội mũ bảo hiểm, bạn có thể đi xe đạp an toàn ngoài trời.",,/baɪk/,/baɪk/,done
Bill,Bill,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bill,http://img2.tfd.com/pron/mp3/en/US/d5/d5dhdrdnslht.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbil/ukbilio002.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bil/bill_/bill.mp3,The Free Dictionary,FALSE,TRUE,A boy's name used to call someone.,Tên của một bạn trai dùng để gọi ai đó.,Bill (tên riêng),Bill is my friend.,Bill is playing football now.,Bill went to the park with his friends yesterday.,Bill là bạn của tôi.,Bill đang chơi bóng đá bây giờ.,Bill đã đi công viên với bạn của mình hôm qua.,,/bɪl/,/bɪl/,done
bird,bird,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,bird,http://dictionary.cambridge.org/us/media/english/us_pron/b/bir/bird_/bird.mp3,https://dictionary.cambridge.org/media/english/uk_pron/u/ukb/ukbip/ukbipla004.mp3,https://dictionary.cambridge.org/media/english/us_pron/b/bir/bird_/bird.mp3,Cambridge,FALSE,TRUE,A bird is an animal with feathers that can usually fly in the sky.,Chim là loài động vật có lông vũ và thường bay được trên trời.,chim,I see a bird.,The bird is flying in the blue sky.,Birds build nests to keep their eggs safe and warm.,Em nhìn thấy một con chim.,Con chim đang bay trên bầu trời xanh.,Chim làm tổ để giữ trứng an toàn và ấm áp.,,/bɜːd/,/bɜːrd/,done
